company_name,company_description,relationship_to_bond,sector,industry,ISIN,bond_destination,coupon_rate,total_bond_amount,nominal_amount,quarter_created,year_created,maturity_date,bond_currency,country,status,stocks_info,bond_types,Floating rate,Foreign bonds,Green bonds,Securitization,Senior Secured,Senior Unsecured,Zero-coupon bonds
Telefonica SA,"Telefonica S.A. provides telecommunications services mainly to countries in Europe and Latin America. The Company offers fixed-line and mobile telephone, Internet, and data transmission services to residential and corporate customers.",Profile,corporate,Communication,XS1025752293,International bonds,2.38%,"500,000,000 EUR","1,000 EUR",Q2,2017,2/10/2021, EUR,Spain,Matured,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
OMV,"OMV AG explores and refines crude oil and natural gas. The Company sells refined products through gas stations and distributors. OMV also manufactures plastics such as polyolefins and technical plastics. OMV serves automotive, electrical, and construction ...",Profile,corporate,Oil and gas,XS0485316102,International bonds,4.38%,"500,000,000 EUR","1,000 EUR",Q2,2017,2/10/2020, EUR,Austria,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
OMV,"OMV AG explores and refines crude oil and natural gas. The Company sells refined products through gas stations and distributors. OMV also manufactures plastics such as polyolefins and technical plastics. OMV serves automotive, electrical, and construction ...",Profile,corporate,Oil and gas,XS0690406243,International bonds,4.25%,"500,000,000 EUR","1,000 EUR",Q2,2017,10/12/2021, EUR,Austria,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
OMV,"OMV AG explores and refines crude oil and natural gas. The Company sells refined products through gas stations and distributors. OMV also manufactures plastics such as polyolefins and technical plastics. OMV serves automotive, electrical, and construction ...",Profile,corporate,Oil and gas,XS0834367863,International bonds,2.63%,"750,000,000 EUR","100,000 EUR",Q2,2017,9/27/2022, EUR,Austria,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
OMV,"OMV AG explores and refines crude oil and natural gas. The Company sells refined products through gas stations and distributors. OMV also manufactures plastics such as polyolefins and technical plastics. OMV serves automotive, electrical, and construction ...",Profile,corporate,Oil and gas,XS0834371469,International bonds,3.50%,"750,000,000 EUR","100,000 EUR",Q2,2017,9/27/2027, EUR,Austria,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
OMV,"OMV AG explores and refines crude oil and natural gas. The Company sells refined products through gas stations and distributors. OMV also manufactures plastics such as polyolefins and technical plastics. OMV serves automotive, electrical, and construction ...",Profile,corporate,Oil and gas,XS0996734868,International bonds,1.75%,"500,000,000 EUR","1,000 EUR",Q2,2017,11/25/2019, EUR,Austria,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
OMV,"OMV AG explores and refines crude oil and natural gas. The Company sells refined products through gas stations and distributors. OMV also manufactures plastics such as polyolefins and technical plastics. OMV serves automotive, electrical, and construction ...",Profile,corporate,Oil and gas,XS1138423774,International bonds,0.60%,"750,000,000 EUR","1,000 EUR",Q2,2017,11/19/2018, EUR,Austria,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,FR0011560069,International bonds,1.88%,"850,000,000 EUR","100,000 EUR",Q2,2017,9/3/2018, EUR,France,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,FR0011560077,International bonds,3.13%,"650,000,000 EUR","100,000 EUR",Q2,2017,1/9/2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,FR0013217114,International bonds,0.88%,"750,000,000 EUR","100,000 EUR",Q2,2017,2/3/2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,FR0013241536,International bonds,0.75%,"750,000,000 EUR","100,000 EUR",Q2,2017,9/11/2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,FR0013241676,International bonds,1.50%,"500,000,000 EUR","100,000 EUR",Q2,2017,9/9/2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,XS0541453147,International bonds,3.38%,"500,000,000 EUR","50,000 EUR",Q2,2017,9/16/2022, EUR,France,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,XS0563306314,International bonds,3.88%,"1,250,000,000 EUR","50,000 EUR",Q2,2017,1/14/2021, EUR,France,Matured,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,XS0616431507,International bonds,4.13%,"750,000,000 EUR","100,000 EUR",Q2,2017,1/23/2019, EUR,France,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,XS0794245018,International bonds,3%,"1,000,000,000 EUR","100,000 EUR",Q2,2017,6/15/2022, EUR,France,Early redeemed,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,XS0827999318,International bonds,2.50%,"500,000,000 EUR","100,000 EUR",Q2,2017,3/1/2023, EUR,France,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,XS0911431517,International bonds,1.88%,"750,000,000 EUR","100,000 EUR",Q2,2017,10/2/2019, EUR,France,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,FR0000471930,International bonds,8.13%,"1,500,000,000 EUR","1,000 EUR",Q2,2017,1/28/2033, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,XS0365094811,International bonds,5.63%,"1,550,000,000 EUR","1,000 EUR",Q2,2017,5/22/2018, EUR,France,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,XS1408317433,International bonds,1%,"750,000,000 EUR","100,000 EUR",Q2,2017,5/12/2025, EUR,France,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Paccar Financial Europe B.V.,PACCAR Financial Europe B.V. operates as a subsidiary of PACCAR Holding B.V.,Profile,corporate,Financial institutions,XS1418632748,International bonds,0.13%,"300,000,000 EUR","1,000 EUR",Q2,2017,5/24/2019, EUR,Netherlands,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Paccar Financial Europe B.V.,PACCAR Financial Europe B.V. operates as a subsidiary of PACCAR Holding B.V.,Profile,corporate,Financial institutions,XS1615067615,International bonds,0.13%,"500,000,000 EUR","1,000 EUR",Q2,2017,5/19/2020, EUR,Netherlands,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
PartnerRe,"PartnerRe Ltd., through its subsidiaries, provides reinsurance and certain specialty insurance services worldwide. The company provides its products through brokers and direct relationships with insurance companies. PartnerRe Ltd. was founded in 1993 and is based in ...",Profile,corporate,Financial institutions,XS1489391109,International bonds,1.25%,"750,000,000 EUR","1,000 EUR",Q2,2017,9/15/2026, EUR,Bermuda,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Pernod Ricard,Pernod Ricard,Issuer,corporate,Food industry,FR0011798115,International bonds,2%,"850,000,000 EUR","100,000 EUR",Q2,2017,6/22/2020, EUR,France,Early redeemed,"Par amount, integral multiple",,no,no,no,no,no,no,no
Pernod Ricard,Pernod Ricard,Issuer,corporate,Food industry,FR0012173862,International bonds,2.13%,"650,000,000 EUR","100,000 EUR",Q2,2017,9/27/2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Pernod Ricard,Pernod Ricard,Issuer,corporate,Food industry,FR0012968931,International bonds,1.88%,"500,000,000 EUR","100,000 EUR",Q2,2017,9/28/2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Pernod Ricard,Pernod Ricard,Issuer,corporate,Food industry,FR0013172939,International bonds,1.50%,"600,000,000 EUR","100,000 EUR",Q2,2017,5/18/2026, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Petrol DD Ljubljana,"Petrol, the leading Slovenian energy company, is the principal strategic supplier of oil and other energy products to the Slovenian market. Through an extensive distribution network of proprietary service stations, Petrol provides drivers on Slovenia's roads ...",Profile,corporate,Oil and gas,XS1028951777,International bonds,3.25%,"265,000,000 EUR","1,000 EUR",Q2,2017,6/24/2019, EUR,Slovenia,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Poste Italiane,"Poste italiane S.p.A., formerly a state-owned monopoly, after 1998 is a public company with total Italian government control: the only shareholder is the Italian Ministry of Economy and Finance. It is the biggest postal service of ...",Profile,corporate,Communication,XS0944435121,International bonds,3.25%,"750,000,000 EUR","1,000 EUR",Q2,2017,6/18/2018, EUR,Italy,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
PostNL,"PostNL is a mail, parcel and e-commerce corporation with operations in the Netherlands, Germany, Italy, Belgium, and the United Kingdom.",Profile,corporate,Other sectors,NL0006133175,International bonds,5.38%,"508,110,000 EUR","50,000 EUR",Q2,2017,11/14/2017, EUR,Netherlands,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Publicis Groupe,"Publicis Groupe SA is the 3rd Largest Communications Group Worldwide, and is among the Leaders in Digital and Interactive Communication.",Profile,corporate,Other sectors,FR0012384634,International bonds,1.13%,"700,000,000 EUR","100,000 EUR",Q2,2017,12/16/2021, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Publicis Groupe,"Publicis Groupe SA is the 3rd Largest Communications Group Worldwide, and is among the Leaders in Digital and Interactive Communication.",Profile,corporate,Other sectors,FR0012384667,International bonds,1.63%,"600,000,000 EUR","100,000 EUR",Q2,2017,12/16/2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Publicis Groupe,"Publicis Groupe SA is the 3rd Largest Communications Group Worldwide, and is among the Leaders in Digital and Interactive Communication.",Profile,corporate,Other sectors,FR0013217346,International bonds,0.50%,"500,000,000 EUR","100,000 EUR",Q2,2017,11/3/2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Radiotelevisione Italiana (RAI),The RAI (Radiotelevisione Italiana) is the only public Italian radio and television broadcaster.,Profile,corporate,Media and Entertainment,none,International bonds,1.50%,"350,000,000 EUR","1,000 EUR",Q2,2017,"28may2020
XS1237519571",none,Italy,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Red Electrica Corporacion,Red Electrica Corporacion,Borrower,corporate,Power,XS0591586788,International bonds,4.75%,"599,400,000 EUR","100,000 EUR",Q2,2017,2/16/2018, EUR,Spain,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Red Electrica Corporacion,Red Electrica Corporacion,Borrower,corporate,Power,XS0619706657,International bonds,4.88%,"550,000,000 EUR","100,000 EUR",Q2,2017,4/29/2020, EUR,Spain,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Red Electrica Corporacion,Red Electrica Corporacion,Borrower,corporate,Power,XS0876289652,International bonds,3.88%,"400,000,000 EUR","100,000 EUR",Q2,2017,1/25/2022, EUR,Spain,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Red Electrica Corporacion,Red Electrica Corporacion,Borrower,corporate,Power,XS0935803386,International bonds,2.38%,"284,100,000 EUR","100,000 EUR",Q2,2017,5/31/2019, EUR,Spain,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Red Electrica Corporacion,Red Electrica Corporacion,Borrower,corporate,Power,XS1079698376,International bonds,2.13%,"300,000,000 EUR","100,000 EUR",Q2,2017,7/1/2023, EUR,Spain,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Red Electrica Corporacion,Red Electrica Corporacion,Borrower,corporate,Power,XS1219462543,International bonds,1.13%,"500,000,000 EUR","100,000 EUR",Q2,2017,4/24/2025, EUR,Spain,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Red Electrica Corporacion,Red Electrica Corporacion,Borrower,corporate,Power,XS1395060491,International bonds,1%,"500,000,000 EUR","100,000 EUR",Q2,2017,4/21/2026, EUR,Spain,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Red Electrica Corporacion,Red Electrica Corporacion,Borrower,corporate,Power,XS1395060491,International bonds,1%,"500,000,000 EUR","100,000 EUR",Q2,2017,4/21/2026, EUR,Spain,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Redexis Gas,"The Redexis Gas Group of Companies operates the necessary infrastructure for both homes and businesses to have access to natural gas, one of the cleanest, most efficient and cheapest forms of energy. In Spain, Redexis Gas provides ...",Profile,corporate,Oil and gas,XS1050547931,International bonds,2.75%,"650,000,000 EUR","1,000 EUR",Q2,2017,4/8/2021, EUR,Spain,Early redeemed,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Redexis Gas,"The Redexis Gas Group of Companies operates the necessary infrastructure for both homes and businesses to have access to natural gas, one of the cleanest, most efficient and cheapest forms of energy. In Spain, Redexis Gas provides ...",Profile,corporate,Oil and gas,XS1223842847,International bonds,1.88%,"500,000,000 EUR","1,000 EUR",Q2,2017,4/27/2027, EUR,Spain,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Regie Autonome des Transports Parisiens,"Régie Autonome des Transports Parisiens provides public transport services in the Paris region. The company operates in two segments, Infrastructure Management and Transport Operations. It operates, develops, modernizes, and maintains multimodal networks, including the metro system, ...",Profile,corporate,Transportation,FR0013183431,International bonds,0.38%,"500,000,000 EUR","100,000 EUR",Q2,2017,6/15/2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
RELX Finance,RELX Finance B.V. operates as a subsidiary of RELX Group plc.,Profile,corporate,Communication,XS1384281090,International bonds,1.38%,"750,000,000 EUR","1,000 EUR",Q2,2017,5/12/2026, EUR,Netherlands,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
RELX Plc,RELX Group is a provider of information and analytics for professional and business customers across industries.,Profile,corporate,Information and High Technologies,XS1576837725,International bonds,0.38%,"500,000,000 EUR","1,000 EUR",Q2,2017,3/22/2021, EUR,United Kingdom,Early redeemed,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
RELX Plc,RELX Group is a provider of information and analytics for professional and business customers across industries.,Profile,corporate,Information and High Technologies,XS1576838376,International bonds,1%,"500,000,000 EUR","1,000 EUR",Q2,2017,3/22/2024, EUR,United Kingdom,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Redes Energeticas Nacionais (REN),A Portuguese energy sector company which is the current concession holder of the country's two main energy infrastructure networks: the National Electricity Transmission Grid (RNT) and the National Natural Gas Transportation Grid (RNTGN).,Profile,corporate,Power,XS0982774399,International bonds,4.75%,"267,755,000 EUR","1,000 EUR",Q2,2017,10/16/2020, EUR,Portugal,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Redes Energeticas Nacionais (REN),A Portuguese energy sector company which is the current concession holder of the country's two main energy infrastructure networks: the National Electricity Transmission Grid (RNT) and the National Natural Gas Transportation Grid (RNTGN).,Profile,corporate,Power,XS1189286286,International bonds,2.50%,"500,000,000 EUR","1,000 EUR",Q2,2017,2/12/2025, EUR,Portugal,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Ren Finance,"REN Finance B.V. is based in the Netherlands. REN Finance B.V. operates as a subsidiary of REN - Redes Energéticas Nacionais, SGPS, S.A.",Profile,corporate,Financial institutions,XS1423826798,International bonds,1.75%,"550,000,000 EUR","1,000 EUR",Q2,2017,6/1/2023, EUR,Netherlands,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Renault,"Renault S.A. is a French multinational vehicle manufacturer established in 1899. In 2011, Renault was the third biggest European automaker by production behind Volkswagen Group and PSA and the ninth biggest automaker by production in the ...",Profile,corporate,Engineering industry,FR0011321447,International bonds,4.63%,"850,000,000 EUR","1,000 EUR",Q2,2017,9/18/2017, EUR,France,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Renault,"Renault S.A. is a French multinational vehicle manufacturer established in 1899. In 2011, Renault was the third biggest European automaker by production behind Volkswagen Group and PSA and the ninth biggest automaker by production in the ...",Profile,corporate,Engineering industry,FR0011568963,International bonds,3.63%,"900,000,000 EUR","1,000 EUR",Q2,2017,9/19/2018, EUR,France,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Renault,"Renault S.A. is a French multinational vehicle manufacturer established in 1899. In 2011, Renault was the third biggest European automaker by production behind Volkswagen Group and PSA and the ninth biggest automaker by production in the ...",Profile,corporate,Engineering industry,FR0011769090,International bonds,3.13%,"500,000,000 EUR","1,000 EUR",Q2,2017,3/5/2021, EUR,France,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Renault,"Renault S.A. is a French multinational vehicle manufacturer established in 1899. In 2011, Renault was the third biggest European automaker by production behind Volkswagen Group and PSA and the ninth biggest automaker by production in the ...",Profile,corporate,Engineering industry,FR0013240835,International bonds,1%,"750,000,000 EUR","1,000 EUR",Q2,2017,3/8/2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Repsol,"Repsol, S.A. operates as an integrated energy company engaging in upstream and downstream activities worldwide. The company is involved in the exploration, development, and production of crude oil and natural gas; transportation of oil products, liquefied ...",Profile,corporate,Oil and gas,XS0733696495,International bonds,4.88%,"1,000,000,000 EUR","100,000 EUR",Q2,2017,2/19/2019, EUR,Spain,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Repsol,"Repsol, S.A. operates as an integrated energy company engaging in upstream and downstream activities worldwide. The company is involved in the exploration, development, and production of crude oil and natural gas; transportation of oil products, liquefied ...",Profile,corporate,Oil and gas,XS0831370613,International bonds,4.38%,"750,000,000 EUR","100,000 EUR",Q2,2017,2/20/2018, EUR,Spain,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Repsol,"Repsol, S.A. operates as an integrated energy company engaging in upstream and downstream activities worldwide. The company is involved in the exploration, development, and production of crude oil and natural gas; transportation of oil products, liquefied ...",Profile,corporate,Oil and gas,XS0933604943,International bonds,2.63%,"1,200,000,000 EUR","100,000 EUR",Q2,2017,5/28/2020, EUR,Spain,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Repsol,"Repsol, S.A. operates as an integrated energy company engaging in upstream and downstream activities worldwide. The company is involved in the exploration, development, and production of crude oil and natural gas; transportation of oil products, liquefied ...",Profile,corporate,Oil and gas,XS0975256685,International bonds,3.63%,"1,000,000,000 EUR",100 EUR,Q2,2017,10/7/2021, EUR,Spain,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Repsol,"Repsol, S.A. operates as an integrated energy company engaging in upstream and downstream activities worldwide. The company is involved in the exploration, development, and production of crude oil and natural gas; transportation of oil products, liquefied ...",Profile,corporate,Oil and gas,XS1148073205,International bonds,2.25%,"500,000,000 EUR","100,000 EUR",Q2,2017,12/10/2026, EUR,Spain,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Repsol,"Repsol, S.A. operates as an integrated energy company engaging in upstream and downstream activities worldwide. The company is involved in the exploration, development, and production of crude oil and natural gas; transportation of oil products, liquefied ...",Profile,corporate,Oil and gas,XS1334225361,International bonds,2.13%,"600,000,000 EUR","100,000 EUR",Q2,2017,12/16/2020, EUR,Spain,Matured,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Repsol,"Repsol, S.A. operates as an integrated energy company engaging in upstream and downstream activities worldwide. The company is involved in the exploration, development, and production of crude oil and natural gas; transportation of oil products, liquefied ...",Profile,corporate,Oil and gas,XS1442286008,International bonds,FRN,"600,000,000 EUR","100,000 EUR",Q2,2017,7/6/2018, EUR,Spain,Matured,"Par amount, integral multiple",Floating rate,yes,no,no,no,no,no,no
Repsol,"Repsol, S.A. operates as an integrated energy company engaging in upstream and downstream activities worldwide. The company is involved in the exploration, development, and production of crude oil and natural gas; transportation of oil products, liquefied ...",Profile,corporate,Oil and gas,XS1451452954,International bonds,0.13%,"100,000,000 EUR","100,000 EUR",Q2,2017,7/15/2019, EUR,Spain,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Repsol,"Repsol, S.A. operates as an integrated energy company engaging in upstream and downstream activities worldwide. The company is involved in the exploration, development, and production of crude oil and natural gas; transportation of oil products, liquefied ...",Profile,corporate,Oil and gas,XS1613140489,International bonds,0.50%,"500,000,000 EUR","100,000 EUR",Q2,2017,5/23/2022, EUR,Spain,Outstanding,"Par amount, integral multiple","Green bonds, Senior Unsecured",no,no,yes,no,no,yes,no
RESA SA,Resa SA of Belgium operates as an electricity and gas distribution company. The company supplies electricity and gas to end-customers in Belgium.,Profile,corporate,Power,BE0002256254,International bonds,1%,"300,000,000 EUR","100,000 EUR",Q2,2017,7/22/2026, EUR,Belgium,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Robert Bosch,Robert Bosch,Borrower,corporate,Engineering industry,XS1084563615,International bonds,1.75%,"750,000,000 EUR","100,000 EUR",Q2,2017,7/8/2024, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Robert Bosch,Robert Bosch,Borrower,corporate,Engineering industry,XS0934389221,International bonds,1.63%,"500,000,000 EUR","100,000 EUR",Q2,2017,5/24/2021, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Robert Bosch,Robert Bosch,Borrower,corporate,Engineering industry,XS0934539726,International bonds,2.63%,"750,000,000 EUR","100,000 EUR",Q2,2017,5/24/2028, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Roche Holding AG,"Roche Holding AG operates in the pharmaceuticals and diagnostics businesses in Switzerland, European Union, and internationally. It discovers, develops, and delivers diagnostic and therapeutic products and services that enable patients and healthcare professionals in the detection, ...",Profile,corporate,Healthсare,XS0760139773,International bonds,2%,"1,000,000,000 EUR","1,000 EUR",Q2,2017,6/25/2018, EUR,Switzerland,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Roche Holding AG,"Roche Holding AG operates in the pharmaceuticals and diagnostics businesses in Switzerland, European Union, and internationally. It discovers, develops, and delivers diagnostic and therapeutic products and services that enable patients and healthcare professionals in the detection, ...",Profile,corporate,Healthсare,XS1195056079,International bonds,0.88%,"1,000,000,000 EUR","1,000 EUR",Q2,2017,2/25/2025, EUR,Switzerland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Roche Finance Europe,Roche Finance Europe B.V. provides finance services to other affiliates of the Roche Group. Roche Finance Europe B.V. is a subsidiary of Roche Holding Ltd.,Profile,corporate,Financial institutions,XS1371715118,International bonds,0.50%,"650,000,000 EUR","1,000 EUR",Q2,2017,2/27/2023, EUR,Netherlands,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Royal Schiphol Group,"Amsterdam Airport Schiphol is the main international airport of the Netherlands, located 20 minutes southwest of Amsterdam, in the municipality of Haarlemmermeer. It is the fourth busiest airport in Europe in terms of passengers. Schiphol Nederland ...",Profile,corporate,Transportation,XS1301052202,International bonds,2%,"400,000,000 EUR","1,000 EUR",Q2,2017,10/5/2026, EUR,Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
RTE,"RTE operates France's high and extra-high voltage transmission system, the biggest in Europe.",Profile,corporate,Power,FR0010660043,International bonds,5.13%,"1,000,000,000 EUR","50,000 EUR",Q2,2017,9/12/2018, EUR,France,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
RTE Reseau de Transport d'electricite,"RTE Réseau de Transport d’Electricité is the operator of the French electrical power transmission network which it also owns, maintains and develops.",Profile,corporate,Power,FR0010913178,International bonds,3.88%,"750,000,000 EUR","50,000 EUR",Q2,2017,6/28/2022, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
RTE,"RTE operates France's high and extra-high voltage transmission system, the biggest in Europe.",Profile,corporate,Power,FR0011321926,International bonds,2.13%,"600,000,000 EUR","100,000 EUR",Q2,2017,9/20/2019, EUR,France,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
RTE Reseau de Transport d'electricite,"RTE Réseau de Transport d’Electricité is the operator of the French electrical power transmission network which it also owns, maintains and develops.",Profile,corporate,Power,FR0011565555,International bonds,2.88%,"500,000,000 EUR","100,000 EUR",Q2,2017,9/12/2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
RTE Reseau de Transport d'electricite,"RTE Réseau de Transport d’Electricité is the operator of the French electrical power transmission network which it also owns, maintains and develops.",Profile,corporate,Power,FR0011991488,International bonds,2.75%,"600,000,000 EUR","100,000 EUR",Q2,2017,6/20/2029, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
RTE Reseau de Transport d'electricite,"RTE Réseau de Transport d’Electricité is the operator of the French electrical power transmission network which it also owns, maintains and develops.",Profile,corporate,Power,FR0012199065,International bonds,1.63%,"500,000,000 EUR","100,000 EUR",Q2,2017,10/8/2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
